,Species,Owner,Country_of_Origin,Region,Farm_Name,Altitude,Harvest.Year,Grading.Date,Grading_Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,Color,Expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
328,Arabica,juan luis alvarado romero,Guatemala,CenterA,el sacramento,4300,2013,"February 26th, 2013",2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,83.67,0.11,Green,"February 26th, 2014",ft,1310.64,1310.64,1310.64
329,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2012,"November 22nd, 2012",2012,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,83.67,0.11,Green,"November 22nd, 2013",m,1750,1750,1750
330,Arabica,the coffee source inc.,Guatemala,CenterA,finca quequesquez,1450,2012,"August 23rd, 2012",2012,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,Green,"August 23rd, 2013",m,1450,1450,1450
331,Arabica,juan luis alvarado romero,Guatemala,CenterA,agropecuaria quiagral,4300,2012,"July 9th, 2012",2012,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,Green,"July 9th, 2013",ft,1310.64,1310.64,1310.64
332,Arabica,juan luis ortega carballo,Mexico,CenterA,finca apoxtla,1100,2012,"July 2nd, 2012",2012,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,Green,"July 2nd, 2013",m,1100,1100,1100
333,Arabica,ekai international company ltd.,Indonesia,Asia,"ijen highland, east java",1200-1600masl,2012,"May 23rd, 2012",2012,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,83.67,0.12,Green,"May 23rd, 2013",m,1200,1600,1400
334,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,5000,2012,"April 30th, 2012",2012,Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,Green,"April 30th, 2013",ft,1524,1524,1524
335,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"April 21st, 2011",2011,,,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,83.67,0,,"April 20th, 2012",ft,NA,NA,NA
336,Arabica,ipanema coffees,Brazil,SouthA,fazenda capoeirnha,890,2017 / 2018,"October 20th, 2017",2017,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,Green,"October 20th, 2018",m,890,890,890
337,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca santa clara,3702,2016,"July 5th, 2016",2016,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,Green,"July 5th, 2017",ft,1128.3696,1128.3696,1128.3696
338,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"April 15th, 2016",2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,Green,"April 15th, 2017",m,NA,NA,NA
339,Arabica,yunnan coffee exchange,China,Asia,menglian mang pan professional cooperative,1100,2015,"April 6th, 2016",2016,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,Green,"April 6th, 2017",m,1100,1100,1100
340,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2015,"November 19th, 2015",2015,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,Green,"November 18th, 2016",m,1600,1950,1775
341,Arabica,andreas kussmaul,Mexico,CenterA,exportadora cafe california,1200,2014,"May 12th, 2015",2015,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,Green,"May 11th, 2016",m,1200,1200,1200
342,Arabica,essencecoffee,Ethiopia,Africa,lomi tasha,1700-2000m,2014,"March 25th, 2015",2015,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,,"March 24th, 2016",m,1700,2000,1850
343,Arabica,bulamburi coffee farmers association,Uganda,Africa,bulamburi coffee farmers,1800,2013,"June 27th, 2014",2014,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,Green,"June 27th, 2015",m,1800,1800,1800
344,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1600,2014,"June 24th, 2014",2014,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,Green,"June 24th, 2015",m,1600,1600,1600
345,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1550,2014,"March 13th, 2014",2014,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,Green,"March 13th, 2015",m,1550,1550,1550
346,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1550,2014,"March 21st, 2014",2014,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,,"March 21st, 2015",m,1550,1550,1550
347,Arabica,cqi taiwan icp cqi,Taiwan,Asia,dragon coffee,1000 m,2013/2014,"December 26th, 2013",2013,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,Green,"December 26th, 2014",m,1000,1000,1000
348,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1.600 a 1.950 msnm,2012,"August 31st, 2012",2012,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,Green,"August 31st, 2013",m,1600,1950,1775
349,Arabica,alfredo bojalil,Mexico,CenterA,ojo de agua,1000,2012,"June 6th, 2012",2012,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,,"June 6th, 2013",m,1000,1000,1000
350,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,2136 msnm,2012,"April 2nd, 2012",2012,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,Green,"April 2nd, 2013",m,2136,2136,2136
351,Arabica,nucoffee,Brazil,SouthA,fazenda jeric,1100m,2012,"January 23rd, 2012",2012,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,Blue-Green,"January 22nd, 2013",m,1100,1100,1100
352,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,1799,2016,"February 20th, 2017",2017,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,Bluish-Green,"February 20th, 2018",m,1799,1799,1799
353,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,,2016 / 2017,"February 13th, 2017",2017,,,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,Blue-Green,"February 13th, 2018",m,NA,NA,NA
354,Arabica,"ceca, s.a.",Costa Rica,CenterA,unknown,1850,2015,"June 6th, 2016",2016,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,Blue-Green,"June 6th, 2017",m,1850,1850,1850
355,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,1000,2016,"April 7th, 2016",2016,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,Green,"April 7th, 2017",m,1000,1000,1000
356,Arabica,juan luis alvarado romero,Guatemala,CenterA,la esperanza,4000,2016,"March 16th, 2016",2016,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,Bluish-Green,"March 16th, 2017",ft,1219.2,1219.2,1219.2
357,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2015,"November 19th, 2015",2015,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,Green,"November 18th, 2016",m,1600,1950,1775
358,Arabica,damari absalome,"Tanzania, United Republic Of",Africa,ano family,1400m,2015,"November 16th, 2015",2015,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,Green,"November 15th, 2016",m,1400,1400,1400
359,Arabica,aulia arif syahri,Indonesia,Asia,yusrin,1500,2015,"September 14th, 2015",2015,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,Bluish-Green,"September 13th, 2016",m,1500,1500,1500
360,Arabica,debesa agro industry plc,Ethiopia,Africa,unknown,1600 on average,2014,"March 31st, 2015",2015,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,83.5,0.1,,"March 30th, 2016",m,1600,1600,1600
361,Arabica,federacion nacional de cafeteros,Colombia,SouthA,unknown,,2014,"March 12th, 2015",2015,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,,"March 11th, 2016",m,NA,NA,NA
362,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1850 msnm,2014,"January 22nd, 2015",2015,Caturra,Washed / Wet,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,83.5,0.11,Green,"January 22nd, 2016",m,1850,1850,1850
363,Arabica,the coffee source inc.,Guatemala,CenterA,several,1400 mts,2013,"December 18th, 2014",2014,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,83.5,0.1,Green,"December 18th, 2015",m,1400,1400,1400
364,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1650,2014,"August 11th, 2014",2014,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,83.5,0,,"August 11th, 2015",m,1650,1650,1650
365,Arabica,,Honduras,CenterA,los hicaques,1350,2014/2015,"April 8th, 2014",2014,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,83.5,0.1,Green,"April 8th, 2015",m,1350,1350,1350
366,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2013,"April 26th, 2013",2013,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,83.5,0,Green,"April 26th, 2014",m,1750,1750,1750
367,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2013,"May 24th, 2013",2013,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,83.5,0.11,Green,"May 24th, 2014",m,1750,1750,1750
368,Arabica,manuel herrera juarez,Mexico,CenterA,finca los barreales 1112lban,1170,2012,"August 31st, 2012",2012,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,83.5,0.13,Green,"August 31st, 2013",m,1170,1170,1170
369,Arabica,miguel cortes moreno,Mexico,CenterA,unknown,940,2012,"August 30th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,83.5,0.11,Green,"August 30th, 2013",m,940,940,940
370,Arabica,gabriel bernardo rivas ross,Mexico,CenterA,la corralera,1400,2012,"July 11th, 2012",2012,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,83.5,0.12,Green,"July 11th, 2013",m,1400,1400,1400
371,Arabica,juan luis alvarado romero,Guatemala,CenterA,santo tomas pachuj,5000,2012,"April 30th, 2012",2012,Caturra,Washed / Wet,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,83.5,0.1,Green,"April 30th, 2013",ft,1524,1524,1524
372,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2012,"February 9th, 2012",2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,83.5,0.11,Green,"February 8th, 2013",m,1600,1950,1775
373,Arabica,felipe isaza,Guatemala,CenterA,conquista / morito,4600 ft.,2012,"February 1st, 2012",2012,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,83.5,0,Green,"January 31st, 2013",ft,1402.08,1402.08,1402.08
374,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"March 8th, 2011",2011,,,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,83.5,0.01,,"March 7th, 2012",ft,NA,NA,NA
375,Arabica,specialty coffee association of indonesia,Indonesia,Asia,pancoer angkrek,1600,23-Jul-10,"November 29th, 2010",2010,,,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,83.5,0,,"November 29th, 2011",m,1600,1600,1600
376,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,439,2017 / 2018,"November 9th, 2017",2017,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,83.42,0,Green,"November 9th, 2018",m,439,439,439
377,Arabica,juan luis alvarado romero,Guatemala,CenterA,piamonte,1700,2017,"August 23rd, 2017",2017,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,Green,"August 23rd, 2018",m,1700,1700,1700
378,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442,2016,"May 10th, 2017",2017,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,83.42,0.11,Green,"May 10th, 2018",m,442,442,442
379,Arabica,"ceca, s.a.",Costa Rica,CenterA,gamboa,1850,2016,"February 17th, 2017",2017,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,83.42,0.09,Blue-Green,"February 17th, 2018",m,1850,1850,1850
380,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,,2015,"February 13th, 2017",2017,,,7.67,7.67,7,7.08,7,7,10,10,10,10,83.42,0.11,Blue-Green,"February 13th, 2018",m,NA,NA,NA
381,Arabica,bugisu cooperative union,Uganda,Africa,bulago & buginyanya,1800,2015,"July 21st, 2016",2016,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,83.42,0.11,Green,"July 21st, 2017",m,1800,1800,1800
382,Arabica,koju matsuzawa,Thailand,Asia,matsuzawa coffee,1200,2015,"June 27th, 2016",2016,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,Bluish-Green,"June 27th, 2017",m,1200,1200,1200
383,Arabica,consejo salvadoreo del caf,El Salvador,CenterA,la joya,1330,2016,"April 25th, 2016",2016,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,83.42,0.11,,"April 25th, 2017",m,1330,1330,1330
384,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442 msnm,2015,"April 29th, 2015",2015,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,83.42,0.12,Green,"April 28th, 2016",m,442,442,442
385,Arabica,bourbon specialty coffees,Brazil,SouthA,cachoeira da grama farm,,2014,"January 15th, 2015",2015,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,Green,"January 15th, 2016",m,NA,NA,NA
386,Arabica,ngila estate ltd,"Tanzania, United Republic Of",Africa,ngila estate,1600,2014,"December 12th, 2014",2014,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,83.42,0.13,Green,"December 12th, 2015",m,1600,1600,1600
387,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1813,2014/2015,"October 15th, 2014",2014,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,83.42,0.12,Green,"October 15th, 2015",m,1813,1813,1813
388,Arabica,juan luis alvarado romero,Guatemala,CenterA,el papaturro,4000 psnm,2013,"August 21st, 2014",2014,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,83.42,0.1,Green,"August 21st, 2015",ft,1219.2,1219.2,1219.2
389,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,1500 msnm,2014,"February 18th, 2014",2014,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,83.42,0.1,Green,"February 18th, 2015",m,1500,1500,1500
390,Arabica,juan luis alvarado romero,Guatemala,CenterA,el morito,4300,2013,"July 16th, 2013",2013,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,83.42,0.11,Green,"July 16th, 2014",ft,1310.64,1310.64,1310.64
391,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"January 24th, 2013",2013,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,83.42,0,Green,"January 24th, 2014",ft,NA,NA,NA
392,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,various,1450 msnm,2012,"June 26th, 2012",2012,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,83.42,0.11,Green,"June 26th, 2013",m,1450,1450,1450
393,Arabica,federacion nacional de cafeteros,Colombia,SouthA,unknown,,,"February 1st, 2011",2011,,,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,83.42,0.1,,"February 1st, 2012",m,NA,NA,NA
394,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,kona pacific farmers cooperative,,2010,"December 27th, 2010",2010,,,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,83.42,0.01,,"December 27th, 2011",ft,NA,NA,NA
395,Arabica,doi tung development project,Thailand,Asia,doi tung development project,,,"April 13th, 2010",2010,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,83.42,0.11,,"April 13th, 2011",m,NA,NA,NA
396,Arabica,grounds for health admin,Mexico,CenterA,unknown,900-1200mtr,January Through April,"May 26th, 2010",2010,,,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,83.38,0.09,,"May 26th, 2011",m,900,1200,1050
397,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,various,1650,2016,"November 8th, 2016",2016,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,83.33,0,,"November 8th, 2017",m,1650,1650,1650
398,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"June 15th, 2016",2016,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,83.33,0,Blue-Green,"June 15th, 2017",m,NA,NA,NA
399,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"May 5th, 2016",2016,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,83.33,0,Green,"May 5th, 2017",m,NA,NA,NA
400,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1227,2015/2016,"October 12th, 2015",2015,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,Green,"October 11th, 2016",m,1227,1227,1227
401,Arabica,andreas kussmaul,Mexico,CenterA,ecc,1200,2014,"July 14th, 2015",2015,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,83.33,0.12,Green,"July 13th, 2016",m,1200,1200,1200
402,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,various,1650 msnm,2015,"April 8th, 2015",2015,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,83.33,0.11,Green,"April 7th, 2016",m,1650,1650,1650
403,Arabica,afca,"Tanzania, United Republic Of",Africa,mondul coffee estate,1700,2014,"December 12th, 2014",2014,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,83.33,0.12,Green,"December 12th, 2015",m,1700,1700,1700
404,Arabica,j.andrade,Mexico,CenterA,el pino,1100,2013,"July 15th, 2014",2014,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,Green,"July 15th, 2015",m,1100,1100,1100
405,Arabica,the coffee source inc.,Costa Rica,CenterA,several,1300 msnm,2014,"April 7th, 2014",2014,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,83.33,0.12,Green,"April 7th, 2015",m,1300,1300,1300
406,Arabica,eileen koyanagi,United States (Hawaii),Pacific,unknown,,2014,"February 25th, 2014",2014,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,83.33,0.11,Bluish-Green,"February 25th, 2015",ft,NA,NA,NA
407,Arabica,eric thormaehlen,Costa Rica,CenterA,several,1100-1300,2013,"February 14th, 2014",2014,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,83.33,0.11,Green,"February 14th, 2015",m,1100,1300,1200
408,Arabica,dane loraas,Peru,SouthA,unknown,,2013,"January 21st, 2014",2014,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,83.33,0.12,Green,"January 21st, 2015",m,NA,NA,NA
409,Arabica,itiah coffee llc,Haiti,CenterA,marre blanche,4200 feet,2012,"October 3rd, 2013",2013,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,83.33,0.11,Green,"October 3rd, 2014",ft,1280.16,1280.16,1280.16
410,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,1000 msnm,2013,"April 26th, 2013",2013,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,83.33,0.11,Green,"April 26th, 2014",m,1000,1000,1000
411,Arabica,juan luis alvarado romero,Guatemala,CenterA,el sacramento,4300,2013,"February 26th, 2013",2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,Green,"February 26th, 2014",ft,1310.64,1310.64,1310.64
412,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"January 24th, 2013",2013,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,83.33,0.1,Bluish-Green,"January 24th, 2014",ft,NA,NA,NA
413,Arabica,steven kil,Burundi,Africa,sogestal kayanza,1880,2012,"August 29th, 2012",2012,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,83.33,0,,"August 29th, 2013",m,1880,1880,1880
414,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2012,"May 30th, 2012",2012,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,83.33,0,Green,"May 30th, 2013",m,1750,1750,1750
415,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"September 20th, 2011",2011,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,83.33,0.01,,"September 19th, 2012",ft,NA,NA,NA
416,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"February 24th, 2011",2011,,,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,83.33,0,,"February 24th, 2012",ft,NA,NA,NA
417,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,CenterA,corta pico,1600,2017,"March 7th, 2017",2017,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,83.25,0.11,Blue-Green,"March 7th, 2018",m,1600,1600,1600
418,Arabica,troy quimby,Costa Rica,CenterA,estate la patricia,1900,2016,"January 30th, 2017",2017,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,83.25,0.11,Green,"January 30th, 2018",m,1900,1900,1900
419,Arabica,rodrigo soto,Costa Rica,CenterA,coopellanobonito,,2015,"September 20th, 2016",2016,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,83.25,0.11,,"September 20th, 2017",m,NA,NA,NA
420,Arabica,juan luis alvarado romero,Guatemala,CenterA,linda vista,2100,2016,"August 12th, 2016",2016,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,83.25,0.11,Green,"August 12th, 2017",m,2100,2100,2100
421,Arabica,kawacom uganda ltd,Uganda,Africa,kawacom uganda ltd sipi farmers group,,2015,"May 19th, 2016",2016,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,83.25,0.12,Green,"May 19th, 2017",m,NA,NA,NA
422,Arabica,bourbon specialty coffees,Brazil,SouthA,unknown,,2016,"January 12th, 2016",2016,,,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,Green,"January 11th, 2017",m,NA,NA,NA
423,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442 msnm,2015/2016,"November 27th, 2015",2015,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,83.25,0,Green,"November 26th, 2016",m,442,442,442
424,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,CenterA,los charcos,1261,2015,"July 14th, 2015",2015,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,83.25,0.12,Bluish-Green,"July 13th, 2016",m,1261,1261,1261
425,Arabica,"lin, che-hao krude",Taiwan,Asia,sunshine valley estate,1000 m,2015,"June 18th, 2015",2015,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,83.25,0.1,Blue-Green,"June 17th, 2016",m,1000,1000,1000
426,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,800�尺,2014,"November 23rd, 2014",2014,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,83.25,0.1,Green,"November 23rd, 2015",m,800,800,800
427,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1483,2014,"June 24th, 2014",2014,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,83.25,0,Green,"June 24th, 2015",m,1483,1483,1483
428,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,1500 msnm,2014,"March 7th, 2014",2014,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,83.25,0.1,Green,"March 7th, 2015",m,1500,1500,1500
429,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2013,"August 2nd, 2013",2013,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,83.25,0.11,Green,"August 2nd, 2014",m,1750,1750,1750
430,Arabica,calixto guillen vazquez,Mexico,CenterA,various,1300,2013,"March 29th, 2013",2013,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,83.25,0.12,Green,"March 29th, 2014",m,1300,1300,1300
